1036; 4830
1102; 5550
1174; 6320
1270; 7140
1342; 8010
1442; 8930
1498; 9900
0; 0
32; 20
72; 90
134; 210
194; 380
284; 600
322; 870
392; 1190
442; 1560
480; 1980
554; 2450
620; 2970
708; 3540
756; 4160
814; 4830
978; 5550
1038; 6320
1102; 7140
1164; 8010
1228; 8930
1302; 9900
0; 0
34; 20
82; 90
182; 210
290; 380
360; 600
440; 870
508; 1190
574; 1560
636; 1980
694; 2450
760; 2970
840; 3540
904; 4160
980; 4830
1054; 5550
1120; 6320
1180; 7140
1224; 8010
1304; 8930
1350; 9900
0; 0
28; 20
90; 90
150; 210
226; 380
304; 600
366; 870
392; 1190
524; 1560
658; 1980
716; 2450
780; 2970
918; 3540
984; 4160
1056; 4830
1142; 5550
1244; 6320
1334; 7140
1406; 8010
1486; 8930
1538; 9900
0; 0
36; 20
72; 90
172; 210
266; 380
346; 600
418; 870
464; 1190
522; 1560
596; 1980
686; 2450
752; 2970
828; 3540
898; 4160
960; 4830
1036; 5550
1128; 6320
1206; 7140
1310; 8010
1392; 8930
1464; 9900
0; 0
30; 20
84; 90
178; 210
260; 380
342; 600
424; 870
508; 1190
590; 1560
656; 1980
712; 2450
774; 2970
870; 3540
942; 4160
1030; 4830
1106; 5550
1184; 6320
1242; 7140
1312; 8010
1378; 8930
1456; 9900
0; 0
34; 20
90; 90
160; 210
220; 380
336; 600
408; 870
474; 1190
542; 1560
592; 1980
664; 2450
744; 2970
814; 3540
902; 4160
958; 4830
1028; 5550
1116; 6320
1176; 7140
1244; 8010
1302; 8930
1370; 9900
0; 0
34; 20
92; 90
144; 210
204; 380
274; 600
358; 870
406; 1190
526; 1560
608; 1980
704; 2450
842; 2970
926; 3540
988; 4160
1052; 4830
1140; 5550
1194; 6320
1292; 7140
1360; 8010
1420; 8930
1482; 9900
0; 0
30; 20
76; 90
160; 210
252; 380
344; 600
430; 870
508; 1190
580; 1560
670; 1980
736; 2450
790; 2970
858; 3540
942; 4160
1014; 4830
1072; 5550
1142; 6320
1190; 7140
1258; 8010
1316; 8930
1388; 9900
0; 0
32; 20
76; 90
142; 210
236; 380
316; 600
374; 870
436; 1190
504; 1560
560; 1980
654; 2450
704; 2970
760; 3540
834; 4160
880; 4830
942; 5550
998; 6320
1094; 7140
1158; 8010
1248; 8930
1336; 9900
0; 0
36; 20
98; 90
174; 210
278; 380
346; 600
404; 870
482; 1190
550; 1560
648; 1980
714; 2450
754; 2970
826; 3540
876; 4160
944; 4830
1018; 5550
1086; 6320
1146; 7140
1216; 8010
1296; 8930
1392; 9900
0; 0
30; 20
90; 90
172; 210
274; 380
356; 600
438; 870
506; 1190
568; 1560
624; 1980
712; 2450
786; 2970
848; 3540
940; 4160
1002; 4830
1076; 5550
1148; 6320
1228; 7140
1294; 8010
1370; 8930
1444; 9900
0; 0
36; 20
88; 90
160; 210
268; 380
360; 600
434; 870
502; 1190
578; 1560
644; 1980
720; 2450
790; 2970
848; 3540
904; 4160
964; 4830
1048; 5550
1160; 6320
1240; 7140
1306; 8010
1368; 8930
1442; 9900
0; 0
36; 20
88; 90
190; 210
282; 380
384; 600
452; 870
530; 1190
612; 1560
676; 1980
758; 2450
830; 2970
878; 3540
962; 4160
1054; 4830
1116; 5550
1202; 6320
1302; 7140
1360; 8010
1422; 8930
1500; 9900
0; 0
28; 20
82; 90
162; 210
246; 380
370; 600
442; 870
512; 1190
582; 1560
654; 1980
758; 2450
816; 2970
882; 3540
970; 4160
1054; 4830
1148; 5550
1216; 6320
1270; 7140
1314; 8010
1420; 8930
1502; 9900
0; 0
38; 20
88; 90
138; 210
194; 380
284; 600
346; 870
398; 1190
512; 1560
648; 1980
706; 2450
758; 2970
840; 3540
926; 4160
974; 4830
1024; 5550
1092; 6320
1172; 7140
1234; 8010
1310; 8930
1390; 9900
